"Start","End","Label","Prediction"
"17705.032897949","17705.532897949","Trapaf","Nietsdoen"
"17705.532897949","17706.032897949","Trapaf","Nietsdoen"
"17706.032897949","17706.532897949","Trapaf","Nietsdoen"
"17706.532897949","17707.032897949","Trapaf","Nietsdoen"
"17707.032897949","17707.532897949","Trapaf","Nietsdoen"
"17707.532897949","17708.032897949","Trapaf","Nietsdoen"
"17708.032897949","17708.532897949","Trapaf","Nietsdoen"
"17708.532897949","17709.032897949","Ruis","Nietsdoen"
"17709.032897949","17709.532897949","Ruis","Ruis"
"17709.532897949","17710.032897949","Wandelen","Ruis"
"17710.032897949","17710.532897949","Wandelen","Ruis"
"17710.532897949","17711.032897949","Ruis","Ruis"
"17711.032897949","17711.532897949","Trapaf","Ruis"
"17711.532897949","17712.032897949","Trapaf","Nietsdoen"
"17712.032897949","17712.532897949","Trapaf","Nietsdoen"
"17712.532897949","17713.032897949","Trapaf","Nietsdoen"
"17713.032897949","17713.532897949","Trapaf","Nietsdoen"
"17713.532897949","17714.032897949","Trapaf","Nietsdoen"
"17714.032897949","17714.532897949","Trapaf","Nietsdoen"
"17714.532897949","17715.032897949","Trapaf","Nietsdoen"
"17715.032897949","17715.532897949","Ruis","Nietsdoen"
"17715.532897949","17716.032897949","Ruis","Nietsdoen"
"17716.032897949","17716.532897949","Wandelen","Nietsdoen"
"17716.532897949","17717.032897949","Ruis","Nietsdoen"
"17717.032897949","17717.532897949","Trapaf","Nietsdoen"
"17717.532897949","17718.032897949","Trapaf","Nietsdoen"
"17718.032897949","17718.532897949","Trapaf","Nietsdoen"
"17718.532897949","17719.032897949","Trapaf","Nietsdoen"
"17719.032897949","17719.532897949","Trapaf","Nietsdoen"
"17719.532897949","17720.032897949","Trapaf","Nietsdoen"
"17720.032897949","17720.532897949","Trapaf","Nietsdoen"
"17720.532897949","17721.032897949","Trapaf","Nietsdoen"
"17721.032897949","17721.532897949","Trapaf","Nietsdoen"
"17721.532897949","17722.032897949","Trapaf","Nietsdoen"
"17722.032897949","17722.532897949","Trapaf","Nietsdoen"
"17722.532897949","17723.032897949","Ruis","Nietsdoen"
"17723.032897949","17723.532897949","Ruis","Nietsdoen"
"17723.532897949","17724.032897949","Wandelen","Nietsdoen"
"17724.032897949","17724.532897949","Ruis","Lopen"
"17724.532897949","17725.032897949","Ruis","Lopen"
"17725.032897949","17725.532897949","Ruis","Lopen"
"17725.532897949","17726.032897949","Ruis","Lopen"
"17726.032897949","17726.532897949","Ruis","Lopen"
"17726.532897949","17727.032897949","Ruis","Lopen"
"17727.032897949","17727.532897949","Ruis","Lopen"
"17727.532897949","17728.032897949","Ruis","Lopen"
"17728.032897949","17728.532897949","Ruis","Lopen"
"17728.532897949","17729.032897949","Ruis","Ruis"
